duration,protocol_type,service,wrong_fragment,num_failed_logins,logged_in,num_compromised,root_shell,num_root,num_file_creations,su_attempted,num_shells,is_guest_login,srv_count,srv_serror_rate,srv_rerror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels,dificulty
0,tcp,private,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,1,0.84,0.0,0.0,0.0,0.62,1.0,satan,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,10,0.0,1.0,0.08,0.0,10,0.07,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,133,0.04,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,netbios_dgm,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1,0.58,0.58,0.0,0.0,0.58,1.0,portsweep,14
0,tcp,http,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.08,0.0,67,0.02,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,netbios_dgm,0,0,0,0,0,0,0,0,0,0,7,0.0,1.0,0.06,0.0,6,0.07,0.0,0.0,0.0,1.0,1.0,neptune,20
0,tcp,supdup,0,0,0,0,0,0,0,0,0,0,21,1.0,0.0,0.06,0.0,21,0.06,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,58,0.0,0.05,0.03,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.06,0.0,31,0.05,0.0,0.0,1.0,0.0,0.0,neptune,18
0,icmp,urp_i,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.67,0.0,93,0.01,0.46,0.0,0.0,0.0,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.21,83,0.02,0.01,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.06,0.0,6,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,47,0.07,0.55,0.04,0.0,0.0,0.0,normal,20
0,tcp,auth,0,0,0,0,0,0,0,0,0,0,9,1.0,0.0,0.06,0.0,9,0.06,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.11,255,0.0,0.02,0.09,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,255,0.0,0.01,0.04,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,8,0.0,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.1,255,0.0,0.04,0.05,0.0,0.0,0.0,normal,21
0,tcp,uucp_path,0,0,0,0,0,0,0,0,0,0,7,0.0,1.0,0.07,0.0,7,0.07,0.0,0.0,0.0,1.0,1.0,neptune,19
0,tcp,domain,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.05,0.0,2,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,icmp,eco_i,0,0,0,0,0,0,0,0,0,0,44,0.0,0.0,0.0,1.0,95,0.0,1.0,0.51,0.0,0.0,0.0,ipsweep,15
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,7,1.0,0.0,0.05,0.0,7,0.11,0.01,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,ftp,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.06,0.0,1,0.07,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,private,0,0,0,0,0,0,0,0,0,0,15,0.0,1.0,0.05,0.0,15,0.06,0.0,0.0,0.0,1.0,1.0,neptune,21
315,udp,other,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.67,0.0,2,0.54,0.78,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,255,0.0,0.01,0.09,0.0,0.46,0.61,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.33,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,189,0.0,0.0,0.02,0.01,254,0.01,0.01,0.0,0.0,0.0,0.0,normal,18
0,tcp,private,0,0,0,0,0,0,0,0,0,0,18,0.0,1.0,0.05,0.0,10,0.08,0.0,0.0,0.0,1.0,1.0,neptune,21
0,tcp,csnet_ns,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.06,0.0,3,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
2,tcp,smtp,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1.0,119,0.02,0.0,0.02,0.02,0.0,0.0,normal,21
0,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,0.29,0.14,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.4,255,0.0,0.25,0.03,0.0,0.0,0.0,normal,21
1082,udp,other,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,0.42,0.86,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,16,1.0,0.0,0.05,0.0,12,0.05,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,0,0,0,0,0,0,0,0,32,0.03,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.02,0.02,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,1.0,247,0.0,1.0,0.15,0.0,1.0,0.68,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,255,0.0,0.01,0.05,0.0,0.0,0.0,normal,21
0,udp,private,3,0,0,0,0,0,0,0,0,0,82,0.0,0.0,0.0,0.0,182,0.29,0.71,0.0,0.0,0.2,0.0,teardrop,16
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.02,0.03,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,255,0.0,0.0,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.67,255,0.0,0.1,0.05,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,255,0.0,0.05,0.04,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,249,0.0,0.04,0.1,0.0,1.0,0.96,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.29,252,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,smtp,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,152,0.03,0.0,0.0,0.02,0.0,0.01,normal,20
0,tcp,http,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,255,0.0,0.17,0.21,0.0,1.0,0.88,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.33,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.4,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
25950,tcp,private,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,2,0.69,1.0,0.0,0.0,1.0,1.0,portsweep,15
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,17,0.0,1.0,0.05,0.0,17,0.07,0.0,0.0,0.0,1.0,1.0,neptune,18
0,udp,private,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.5,0.0,239,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,255,0.0,0.17,0.02,0.01,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,uucp_path,0,0,0,0,0,0,0,0,0,0,20,0.0,1.0,0.07,0.0,20,0.07,0.0,0.0,0.0,1.0,1.0,neptune,19
0,tcp,bgp,0,0,0,0,0,0,0,0,0,0,19,0.0,1.0,0.07,0.0,19,0.08,0.0,0.0,0.0,1.0,1.0,neptune,19
0,tcp,csnet_ns,0,0,0,0,0,0,0,0,0,0,8,1.0,0.0,0.07,0.0,8,0.08,0.0,0.0,1.0,0.0,0.0,neptune,20
240,tcp,http,0,0,1,0,0,0,0,0,0,0,10,0.0,0.1,0.0,0.2,250,0.01,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,bgp,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.05,0.0,8,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,finger,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,10,0.03,0.01,0.2,0.0,0.01,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,178,0.0,0.0,0.0,0.02,254,0.01,0.01,0.0,0.0,0.0,0.0,normal,18
1,tcp,smtp,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,167,0.03,0.01,0.01,0.0,0.0,0.0,normal,21
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,159,0.0,0.0,0.0,0.01,254,0.01,0.0,0.0,0.0,0.0,0.0,normal,19
26,tcp,ftp,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,49,0.02,0.01,0.0,0.02,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,20,1.0,0.0,0.06,0.0,20,0.08,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,ldap,0,0,0,0,0,0,0,0,0,0,5,0.0,1.0,0.06,0.0,1,0.07,0.0,0.0,0.0,1.0,1.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,0.0,0.5,0.0,0.0,0.0,0.0,normal,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,255,0.0,0.2,0.02,0.0,0.0,0.0,normal,21
0,tcp,private,0,0,0,0,0,0,0,0,0,0,7,1.0,0.0,0.06,0.0,7,0.08,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,supdup,0,0,0,0,0,0,0,0,0,0,20,1.0,0.0,0.06,0.0,7,0.07,0.0,0.0,1.0,0.0,0.0,neptune,18
0,udp,other,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.67,0.0,1,0.61,0.97,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.5,255,0.0,0.02,0.01,0.0,0.0,0.0,normal,21
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,263,0.0,0.0,0.0,0.0,255,0.0,1.0,0.0,0.0,0.0,0.0,smurf,20
0,tcp,private,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.06,0.0,7,0.06,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,bgp,0,0,0,0,0,0,0,0,0,0,8,0.0,1.0,0.08,0.0,8,0.09,0.0,0.0,0.0,1.0,1.0,neptune,18
0,tcp,netbios_dgm,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.07,0.0,2,0.07,0.0,0.0,0.0,1.0,1.0,neptune,20
0,tcp,http,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.67,82,0.0,0.02,0.04,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,255,0.0,0.09,0.07,0.0,0.0,0.0,normal,21
0,tcp,gopher,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,nmap,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,129,0.0,0.03,0.02,0.0,0.0,0.0,normal,21
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,26,0.0,1.0,0.19,0.0,0.0,0.0,warezclient,11
0,tcp,telnet,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.31,0.0,64,0.02,0.01,0.0,1.0,0.0,0.0,neptune,19
0,tcp,private,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.07,0.0,1,0.06,0.0,0.0,1.0,0.0,0.0,neptune,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,255,0.0,0.04,0.05,0.01,0.0,0.0,normal,21
0,tcp,vmnet,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.05,0.0,14,0.08,0.0,0.0,1.0,0.0,0.0,neptune,20
0,tcp,systat,0,0,0,0,0,0,0,0,0,0,18,1.0,0.0,0.05,0.0,1,0.08,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http_443,0,0,0,0,0,0,0,0,0,0,15,1.0,0.0,0.06,0.0,15,0.05,0.0,0.0,1.0,0.0,0.0,neptune,20
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,277,0.0,0.0,0.01,0.0,254,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,ftp_data,0,0,1,0,0,9,0,0,0,0,1,0.0,0.0,0.0,0.0,92,0.33,0.83,0.03,0.0,0.0,0.0,normal,20
0,tcp,efs,0,0,0,0,0,0,0,0,0,0,19,1.0,0.0,0.06,0.0,18,0.06,0.0,0.0,1.0,0.0,0.0,neptune,19
0,icmp,eco_i,0,0,0,0,0,0,0,0,0,0,46,0.0,0.0,0.0,1.0,15,0.0,1.0,0.53,0.0,0.0,0.0,ipsweep,17
0,tcp,whois,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.07,0.0,3,0.08,0.0,0.0,1.0,0.0,0.0,neptune,19
0,tcp,http,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,255,0.0,0.01,0.04,0.0,0.0,0.0,normal,21
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,119,0.38,0.5,0.02,0.0,0.37,0.01,normal,20
0,udp,domain_u,0,0,0,0,0,0,0,0,0,0,302,0.0,0.0,0.0,0.01,253,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
0,tcp,ftp_data,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,6,0.02,0.02,0.0,0.0,0.83,0.0,normal,17
0,tcp,remote_job,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.06,0.0,4,0.07,0.0,0.0,1.0,0.0,0.0,neptune,21
9015,tcp,other,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,2,0.74,1.0,0.0,0.0,1.0,1.0,portsweep,15
7,tcp,finger,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6,0.03,0.01,0.33,0.0,0.01,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.67,255,0.0,0.01,0.02,0.0,0.0,0.0,normal,21
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.67,0.0,68,0.06,0.32,0.03,0.0,0.0,0.0,normal,21
0,tcp,http,0,0,1,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.17,255,0.0,0.01,0.04,0.0,0.0,0.0,normal,21
0,tcp,gopher,0,0,0,0,0,0,0,0,0,0,12,1.0,0.0,0.11,0.0,12,0.08,0.0,0.0,1.0,0.0,0.0,neptune,18
0,tcp,http,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.57,19,0.0,0.06,0.11,0.0,0.0,0.0,normal,21
0,icmp,ecr_i,0,0,0,0,0,0,0,0,0,0,511,0.0,0.0,0.0,0.0,212,0.02,0.83,0.0,0.0,0.0,0.0,smurf,18
